actors0,actors1,actors2,year,id,type,genres2,genres3,directors1,genres4,genres5,genres6,genres7,genres8,genres9,directors2
Julie Andrews,Dick Van Dyke,David Tomlinson,1964,tt0058331,add,Fantasy,Musical,,,,,,,,
Naomi Watts,Jack Black,Adrien Brody,2005,tt0360717,add,Drama,Romance,,,,,,,,
Nicolas Cage,Angelina Jolie,Giovanni Ribisi,2000,tt0187078,add,Thriller,,,,,,,,,
Britt Robertson,George Clooney,Judy Greer,2014,tt1964418,add,,,,,,,,,,
Ethan Hawke,Julie Delpy,Vernon Dobtcheff,2004,tt0381681,add,,,,,,,,,,
Billy Bob Thornton,Jay Hernandez,Derek Luke,2004,tt0390022,add,Sport,,,,,,,,,
Leonardo DiCaprio,Armie Hammer,Naomi Watts,2011,tt1616195,add,Drama,History,,,,,,,,
Asa Butterfield,David Thewlis,Rupert Friend,2008,tt0914798,add,War,,,,,,,,,
Jonas Chernick,Emily Hampshire,Sarah Manninen,2012,tt2112210,add,,,,,,,,,,
Mel Gibson,Joaquin Phoenix,Rory Culkin,2002,tt0286106,add,Thriller,,,,,,,,,
Breckin Meyer,Seann William Scott,Amy Smart,2000,tt0215129,add,,,,,,,,,,
Will Smith,Eva Mendes,Kevin James,2005,tt0386588,add,,,,,,,,,,
Jake Gyllenhaal,Natalie Portman,Tobey Maguire,2009,tt0765010,add,War,,,,,,,,,
Michael Cera,Juno Temple,Emily Browning,2013,tt1929308,add,,,,,,,,,,
Russell Crowe,Cate Blanchett,Matthew Macfadyen,2010,tt0955308,add,Drama,History,,,,,,,,
Anika Noni Rose,Keith David,Oprah Winfrey,2009,tt0780521,add,Fantasy,Musical,John Musker,Romance,,,,,,
Liam Neeson,Bradley Cooper,Sharlto Copley,2010,tt0429493,add,Thriller,,,,,,,,,
Ben Whishaw,Dustin Hoffman,Alan Rickman,2006,tt0396171,add,Fantasy,,,,,,,,,
Pål Sverre Hagen,Anders Baasmo Christiansen,Gustaf Skarsgård,2012,tt1613750,add,,,Espen Sandberg,,,,,,,
Brandon Routh,Kevin Spacey,Kate Bosworth,2006,tt0348150,add,Fantasy,Sci-Fi,,,,,,,,
Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,2006,tt0450259,add,Thriller,,,,,,,,,
Guy Pearce,Yancey Arias,Mark Addy,2002,tt0268695,add,Action,,,,,,,,,
Camille Keaton,Eron Tabor,Richard Pace,1978,tt0077713,add,,,,,,,,,,
Gerard Butler,Justine Waddell,Jonny Lee Miller,2000,tt0219653,add,,,,,,,,,,
Neve Campbell,Courteney Cox,David Arquette,1996,tt0117571,add,Mystery,,,,,,,,,
Ben Affleck,Jennifer Garner,Colin Farrell,2003,tt0287978,add,Fantasy,Sci-Fi,,Thriller,,,,,,
Anna Faris,Jon Abrahams,Marlon Wayans,2000,tt0175142,add,,,,,,,,,,
Danny Glover,Brenda Fricker,Tony Danza,1994,tt0109127,add,Fantasy,Sport,,,,,,,,
Evan Rachel Wood,Holly Hunter,Nikki Reed,2003,tt0328538,add,,,,,,,,,,
Kate Winslet,Jennifer Connelly,Patrick Wilson,2006,tt0404203,add,,,,,,,,,,
Patrick Dempsey,Amanda Peterson,Courtney Gains,1987,tt0092718,add,Romance,,,,,,,,,
Ritesh Deshmukh,Vivek Oberoi,Aftab Shivdasani,2013,tt2476154,add,Romance,,,,,,,,,
Dustin Hoffman,Anne Bancroft,Katharine Ross,1967,tt0061722,add,Romance,,,,,,,,,
Ryan Reynolds,Melissa George,Jimmy Bennett,2005,tt0384806,add,Mystery,Thriller,,,,,,,,
James Stewart,Grace Kelly,Wendell Corey,1954,tt0047396,add,,,,,,,,,,
Anna Faris,Marlon Wayans,Anthony Acker,2001,tt0257106,add,,,,,,,,,,
Matt Damon,Frances McDormand,John Krasinski,2012,tt2091473,add,,,,,,,,,,
Kristen Stewart,Robert Pattinson,Taylor Lautner,2010,tt1325004,add,Fantasy,Romance,,,,,,,,
Tom Guiry,Mike Vitar,Patrick Renna,1993,tt0108037,add,Family,Sport,,,,,,,,
Dakota Fanning,Teri Hatcher,John Hodgman,2009,tt0327597,add,Thriller,,,,,,,,,
Chyler Leigh,Jaime Pressly,Chris Evans,2001,tt0277371,add,,,,,,,,,,
Michael Parks,Melissa Leo,John Goodman,2011,tt0873886,add,Thriller,,,,,,,,,
Freddie Highmore,Keri Russell,Jonathan Rhys Meyers,2007,tt0426931,add,,,,,,,,,,
Daniel Radcliffe,Janet McTeer,Ciarán Hinds,2012,tt1596365,add,Thriller,,,,,,,,,
Michael Keaton,Danny DeVito,Michelle Pfeiffer,1992,tt0103776,add,,,,,,,,,,
Iko Uwais,Ananda George,Ray Sahetapy,2011,tt1899353,add,Thriller,,,,,,,,,
Jodie Foster,Kristen Stewart,Forest Whitaker,2002,tt0258000,add,,,,,,,,,,
Sean Connery,Nicolas Cage,Ed Harris,1996,tt0117500,add,Thriller,,,,,,,,,
F. Murray Abraham,Tom Hulce,Elizabeth Berridge,1984,tt0086879,add,Music,,,,,,,,,
Demi Moore,Rob Lowe,Andrew McCarthy,1985,tt0090060,add,,,,,,,,,,
Ben Stiller,Christine Taylor,Vince Vaughn,2004,tt0364725,add,,,,,,,,,,
Rashida Jones,Andy Samberg,Elijah Wood,2012,tt1405365,add,Romance,,,,,,,,,
Laura Linney,Tom Wilkinson,Shohreh Aghdashloo,2005,tt0404032,add,Horror,Thriller,,,,,,,,
Kate Beckinsale,Michael Ealy,India Eisley,2012,tt1496025,add,Horror,,Björn Stein,,,,,,,
Kristen Bell,Mamie Gummer,Martin Starr,2013,tt2265534,add,,,,,,,,,,
Graham Chapman,John Cleese,Eric Idle,1975,tt0071853,add,Fantasy,,Terry Jones,,,,,,,
Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,2005,tt0416320,add,Thriller,,,,,,,,,
Natalie Portman,Scarlett Johansson,Eric Bana,2008,tt0467200,add,History,Romance,,,,,,,,
Ryan Reynolds,Tara Reid,Tim Matheson,2002,tt0283111,add,,,,,,,,,,
Yôji Matsuda,Yuriko Ishida,Yûko Tanaka,1997,tt0119698,add,Adventure,Drama,,Fantasy,Mystery,Romance,War,,,
Owen Wilson,Larry the Cable Guy,Michael Caine,2011,tt1216475,add,Comedy,Family,Brad Lewis,,,,,,,
Miley Cyrus,Jeremy Piven,Mike O'Malley,2012,tt1766094,add,,,,,,,,,,
Paul Walker,Tyrese Gibson,Cole Hauser,2003,tt0322259,add,Thriller,,,,,,,,,
Annette Bening,Julianne Moore,Mark Ruffalo,2010,tt0842926,add,,,,,,,,,,
Michael Pitt,Louis Garrel,Eva Green,2003,tt0309987,add,,,,,,,,,,
Mia Wasikowska,Michael Fassbender,Jamie Bell,2011,tt1229822,add,,,,,,,,,,
Warren Christie,Lloyd Owen,Ryan Robbins,2011,tt1772240,add,Thriller,,,,,,,,,
Winona Ryder,Angelina Jolie,Clea DuVall,1999,tt0172493,add,,,,,,,,,,
Gina Carano,Ewan McGregor,Michael Fassbender,2011,tt1506999,add,,,,,,,,,,
Rod Taylor,Tippi Hedren,Suzanne Pleshette,1963,tt0056869,add,,,,,,,,,,
Mike Myers,Elizabeth Hurley,Michael York,1997,tt0118655,add,,,,,,,,,,
Gerard Butler,Jessica Biel,Dennis Quaid,2012,tt1540128,add,Sport,,,,,,,,,
Christian Bale,John Malkovich,Miranda Richardson,1987,tt0092965,add,War,,,,,,,,,
Antonio Banderas,Elena Anaya,Jan Cornet,2011,tt1189073,add,Thriller,,,,,,,,,
Amanda Seyfried,Lukas Haas,Gary Oldman,2011,tt1486185,add,Mystery,Thriller,,,,,,,,
James Franco,Danny McBride,Logan Marshall-Green,2013,tt1807944,add,,,,,,,,,,
Jennifer Love Hewitt,Crystal Reed,Jamie-Lynn Sigler,2012,tt0878814,add,,,,,,,,,,
Brie Larson,Frantz Turner,John Gallagher Jr.,2013,tt2370248,add,,,,,,,,,,
Kodi Smit-McPhee,Anna Kendrick,Christopher Mintz-Plasse,2012,tt1623288,add,Comedy,Family,Sam Fell,Fantasy,,,,,,
Christoph Waltz,Mélanie Thierry,David Thewlis,2013,tt2333804,add,Sci-Fi,,,,,,,,,
John Candy,Macaulay Culkin,Jean Louisa Kelly,1989,tt0098554,add,Family,,,,,,,,,
Dieter Laser,Ashley C. Williams,Ashlynn Yennie,2009,tt1467304,add,,,,,,,,,,
Josh Hartnett,Melissa George,Danny Huston,2007,tt0389722,add,,,,,,,,,,
Barbra Streisand,Seth Rogen,Julene Renee-Preciado,2012,tt1694020,add,,,,,,,,,,
Tom Hanks,Audrey Tautou,Jean Reno,2006,tt0382625,add,,,,,,,,,,
Jennifer Garner,Joel Edgerton,CJ Adams,2012,tt1462769,add,Fantasy,,,,,,,,,
Piper Perabo,Adam Garcia,John Goodman,2000,tt0200550,add,Romance,Music,,,,,,,,
Amy Adams,Jason Segel,Chris Cooper,2011,tt1204342,add,Musical,,,,,,,,,
Will Smith,Bridget Moynahan,Bruce Greenwood,2004,tt0343818,add,Sci-Fi,Thriller,,,,,,,,
Charlize Theron,Christina Ricci,Bruce Dern,2003,tt0340855,add,Drama,,,,,,,,,
Natalie Portman,Jude Law,Clive Owen,2004,tt0376541,add,,,,,,,,,,
Toshirô Mifune,Takashi Shimura,Keiko Tsushima,1954,tt0047478,add,,,,,,,,,,
Robert De Niro,Christopher Walken,John Cazale,1978,tt0077416,add,,,,,,,,,,
Will Ferrell,John C. Reilly,Sacha Baron Cohen,2006,tt0415306,add,Sport,,,,,,,,,
Zachary Quinto,Stanley Tucci,Kevin Spacey,2011,tt1615147,add,,,,,,,,,,
Eric Bana,Jennifer Connelly,Sam Elliott,2003,tt0286716,add,,,,,,,,,,
Sid Haig,Sheri Moon Zombie,Bill Moseley,2005,tt0395584,add,,,,,,,,,,
Woody Harrelson,Juliette Lewis,Tom Sizemore,1994,tt0110632,add,,,,,,,,,,
Thomas Jane,Marcia Gay Harden,Laurie Holden,2007,tt0884328,add,Thriller,,,,,,,,,
Luke Evans,Gary Grubbs,Adelaide Clemens,2012,tt1763264,add,,,,,,,,,,
Denzel Washington,Chris Pine,Rosario Dawson,2010,tt0477080,add,,,,,,,,,,
Ben Stiller,Michelle Monaghan,Malin Akerman,2007,tt0408839,add,,,Peter Farrelly,,,,,,,
Sean Hayes,Chris Diamantopoulos,Will Sasso,2012,tt0383010,add,,,Peter Farrelly,,,,,,,
Daniel Day-Lewis,Madeleine Stowe,Russell Means,1992,tt0104691,add,Drama,History,,Romance,War,,,,,
Michael Douglas,Deborah Kara Unger,Sean Penn,1997,tt0119174,add,Thriller,,,,,,,,,
Mike Myers,Cameron Diaz,Eddie Murphy,2010,tt0892791,add,Comedy,Family,,Fantasy,,,,,,
Chad Michael Murray,Paris Hilton,Elisha Cuthbert,2005,tt0397065,add,,,,,,,,,,
Rowan Atkinson,Rosamund Pike,Dominic West,2011,tt1634122,add,Crime,,,,,,,,,
Morgan Freeman,Ed Harris,Casey Affleck,2007,tt0452623,add,Mystery,Thriller,,,,,,,,
Gregory Peck,John Megna,Frank Overton,1962,tt0056592,add,Mystery,,,,,,,,,
Jackie Earle Haley,Rooney Mara,Kyle Gallner,2010,tt1179056,add,Thriller,,,,,,,,,
Zac Efron,Matthew Perry,Leslie Mann,2009,tt0974661,add,Fantasy,Romance,,,,,,,,
Brad Pitt,Tom Cruise,Antonio Banderas,1994,tt0110148,add,,,,,,,,,,
Channing Tatum,Amanda Seyfried,Richard Jenkins,2010,tt0989757,add,War,,,,,,,,,
Adam Sandler,John Turturro,Emmanuelle Chriqui,2008,tt0960144,add,,,,,,,,,,
Jesse Eisenberg,Kristen Stewart,Ryan Reynolds,2009,tt1091722,add,Romance,,,,,,,,,
Matthew McConaughey,Marisa Tomei,Ryan Phillippe,2011,tt1189340,add,Thriller,,,,,,,,,
Tyler Labine,Alan Tudyk,Katrina Bowden,2010,tt1465522,add,,,,,,,,,,
Kristen Bell,Odette Annable,Sigourney Weaver,2010,tt1414382,add,,,,,,,,,,
Johnny Depp,Isla Fisher,Timothy Olyphant,2011,tt1192628,add,Comedy,Family,,Western,,,,,,
Jonah Hill,Russell Brand,Elisabeth Moss,2010,tt1226229,add,,,,,,,,,,
Jim Carrey,Taylor Momsen,Jeffrey Tambor,2000,tt0170016,add,Fantasy,,,,,,,,,
Shia LaBeouf,Sigourney Weaver,Jon Voight,2003,tt0311289,add,Drama,Family,,Mystery,Romance,,,,,
Katie Featherston,Micah Sloat,Mark Fredrichs,2007,tt1179904,add,,,,,,,,,,
Kevin Bacon,Matt Dillon,Neve Campbell,1998,tt0120890,add,Thriller,,,,,,,,,
Alex Veadov,Roselyn Sanchez,Nestor Serrano,2012,tt1591479,add,War,,Scott Waugh,,,,,,,
Tom Cruise,Colin Farrell,Samantha Morton,2002,tt0181689,add,Sci-Fi,Thriller,,,,,,,,
Jason Statham,Robert Knepper,Natalya Rudakova,2008,tt1129442,add,Crime,Thriller,,,,,,,,
Nicole Kidman,Colin Firth,Stellan Skarsgård,2013,tt2058107,add,,,,,,,,,,
Josh Duhamel,Bruce Willis,Rosario Dawson,2012,tt1925431,add,Drama,Thriller,,,,,,,,
Colin Farrell,Anthony Hopkins,Rosario Dawson,2004,tt0346491,add,Biography,Drama,,History,Romance,War,,,,
Ryan Gosling,Emily Mortimer,Paul Schneider,2007,tt0805564,add,,,,,,,,,,
Mark Wahlberg,Zooey Deschanel,John Leguizamo,2008,tt0949731,add,,,,,,,,,,
Matthew McConaughey,Jennifer Garner,Emma Stone,2009,tt0821640,add,Romance,,,,,,,,,
Tom Cruise,Cuba Gooding Jr.,Renée Zellweger,1996,tt0116695,add,Romance,Sport,,,,,,,,
Marion Cotillard,Matthias Schoenaerts,Armand Verdure,2012,tt2053425,add,,,,,,,,,,
Thomas Horn,Tom Hanks,Sandra Bullock,2011,tt0477302,add,Mystery,,,,,,,,,
Adrien Brody,Laurence Fishburne,Topher Grace,2010,tt1424381,add,Sci-Fi,Thriller,,,,,,,,
John Cusack,Ray Liotta,Amanda Peet,2003,tt0309698,add,,,,,,,,,,
Talulah Riley,Rupert Everett,Gemma Arterton,2007,tt0964587,add,,,Barnaby Thompson,,,,,,,
Sylvester Stallone,Julie Benz,Matthew Marsden,2008,tt0462499,add,War,,,,,,,,,
Ben Barnes,Skandar Keynes,Georgie Henley,2010,tt0980970,add,Fantasy,,,,,,,,,
Clint Eastwood,Michael Moriarty,Carrie Snodgress,1985,tt0089767,add,,,,,,,,,,
Adam Sandler,Joey Lauren Adams,Jon Stewart,1999,tt0142342,add,,,,,,,,,,
John Belushi,Dan Aykroyd,Cab Calloway,1980,tt0080455,add,Crime,Music,,,,,,,,
Jesse McCartney,Jonathan Sadowski,Olivia Taylor Dudley,2012,tt1991245,add,,,,,,,,,,
Waad Mohammed,Reem Abdullah,Abdullrahman Al Gohani,2012,tt2258858,add,,,,,,,,,,
Julianne Moore,Jonathan Rhys Meyers,Jeffrey DeMunn,2010,tt1179069,add,Thriller,,Björn Stein,,,,,,,
Jennifer Garner,Mark Ruffalo,Judy Greer,2004,tt0337563,add,Romance,,,,,,,,,
Hugh Grant,Nicholas Hoult,Toni Collette,2002,tt0276751,add,Romance,,Paul Weitz,,,,,,,
Elijah Wood,Brittany Murphy,Hugh Jackman,2006,tt0366548,add,Family,Music,Warren Coleman,,,,,,,Judy Morris
James Caan,Kathy Bates,Richard Farnsworth,1990,tt0100157,add,,,,,,,,,,
Willem Dafoe,Charlotte Gainsbourg,Storm Acheche Sahlstrøm,2009,tt0870984,add,,,,,,,,,,
Nicolas Cage,Ciarán Hinds,Idris Elba,2011,tt1071875,add,Thriller,,Brian Taylor,,,,,,,
Mila Kunis,Channing Tatum,Eddie Redmayne,2014,tt1617661,add,Sci-Fi,,Lana Wachowski,,,,,,,
Wesley Snipes,Stephen Dorff,Kris Kristofferson,1998,tt0120611,add,Horror,,,,,,,,,
Richard Dreyfuss,Ron Howard,Paul Le Mat,1973,tt0069704,add,,,,,,,,,,
Robert Downey Jr.,Val Kilmer,Michelle Monaghan,2005,tt0373469,add,Crime,Mystery,,,,,,,,
Bruce Willis,Cole Hauser,Monica Bellucci,2003,tt0314353,add,Thriller,War,,,,,,,,
Ted Levine,Kathleen Quinlan,Dan Byrd,2006,tt0454841,add,,,,,,,,,,
Emma Roberts,Aidan Quinn,Natasha Richardson,2008,tt1024255,add,Romance,,,,,,,,,
Paul Bettany,Dennis Quaid,Charles S. Dutton,2010,tt1038686,add,Horror,,,,,,,,,
Helen Hunt,Bill Paxton,Cary Elwes,1996,tt0117998,add,Drama,Thriller,,,,,,,,
Harrison Ford,Sean Connery,Alison Doody,1989,tt0097576,add,,,,,,,,,,
Jennifer Tilly,Brad Dourif,John Waters,2004,tt0387575,add,Thriller,,,,,,,,,
Sigourney Weaver,Robert De Niro,Cillian Murphy,2012,tt1748179,add,Thriller,,,,,,,,,
Hilary Duff,Chad Michael Murray,Jennifer Coolidge,2004,tt0356470,add,Romance,,,,,,,,,
Jason Patric,Corey Haim,Dianne Wiest,1987,tt0093437,add,,,,,,,,,,
Monica Bellucci,Vincent Cassel,Albert Dupontel,2002,tt0290673,add,Mystery,Thriller,,,,,,,,
Steve Carell,Paul Rudd,Stephanie Szostak,2010,tt0427152,add,,,,,,,,,,
Toni Servillo,Carlo Verdone,Sabrina Ferilli,2013,tt2358891,add,,,,,,,,,,
Tom Cruise,Jamie Foxx,Jada Pinkett Smith,2004,tt0369339,add,Thriller,,,,,,,,,
Colm Meaney,Malcolm Sinclair,Tommy O'Neill,2013,tt2326204,add,,,,,,,,,,
Ellen DeGeneres,Albert Brooks,Diane Keaton,2015,tt2277860,add,Comedy,Family,,,,,,,,
Matt Damon,Emily Blunt,Michael Kelly,2011,tt1385826,add,Thriller,,,,,,,,,
Aileen Quinn,Albert Finney,Carol Burnett,1982,tt0083564,add,Family,Musical,,,,,,,,
Jason Statham,Catherine Chan,Chris Sarandon,2012,tt1656190,add,Thriller,,,,,,,,,
Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,2010,tt0817177,add,Romance,,,,,,,,,
Juno Temple,Michael Angarano,Alexis Bledel,2012,tt1935902,add,Thriller,,,,,,,,,
Jason Statham,Qi Shu,Matt Schulze,2002,tt0293662,add,Thriller,,,,,,,,,
Uma Thurman,David Carradine,Michael Madsen,2004,tt0378194,add,Thriller,,,,,,,,,
Kate Winslet,Cameron Diaz,Jude Law,2006,tt0457939,add,,,,,,,,,,
Matt Damon,Cécile De France,Bryce Dallas Howard,2010,tt1212419,add,,,,,,,,,,
Seann William Scott,Jay Baruchel,Alison Pill,2011,tt1456635,add,,,,,,,,,,
Zach Braff,Peter Sarsgaard,Natalie Portman,2004,tt0333766,add,Romance,,,,,,,,,
Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,2003,tt0181852,add,Thriller,,,,,,,,,
Sean Faris,Ray Liotta,Nikki Reed,2013,tt1551630,add,,,,,,,,,,
Martin Freeman,Mos Def,Sam Rockwell,2005,tt0371724,add,Sci-Fi,,,,,,,,,
Will Ferrell,James Caan,Bob Newhart,2003,tt0319343,add,Fantasy,Romance,,,,,,,,
Jason Statham,Joan Allen,Tyrese Gibson,2008,tt0452608,add,Thriller,,,,,,,,,
Katherine Heigl,Josh Duhamel,Josh Lucas,2010,tt1055292,add,Romance,,,,,,,,,
James Stewart,Donna Reed,Lionel Barrymore,1946,tt0038650,add,Fantasy,,,,,,,,,
Eric Balfour,Donald Faison,Scottie Thompson,2010,tt1564585,add,Thriller,,Greg Strause,,,,,,,
Anton Yelchin,Ashley Sommers,Leonor Varela,2013,tt1767354,add,,,,,,,,,,
Jennifer Tilly,Brad Dourif,Katherine Heigl,1998,tt0144120,add,Thriller,,,,,,,,,
Ice Cube,Chris Tucker,Nia Long,1995,tt0113118,add,,,,,,,,,,
Tom Hanks,Bill Paxton,Kevin Bacon,1995,tt0112384,add,History,,,,,,,,,
